user,prob
TestB_21237,0.17320619884405122
TestB_08534,0.5218355951058095
TestB_13210,0.3832782055373213
TestB_10745,0.5996533715188875
TestB_13938,0.2884511265266904
TestB_03872,0.06299582767298977
TestB_19986,0.3032829565199209
TestB_17824,0.011443947335455645
TestB_09920,0.27641538295148477
TestB_15109,0.4517855561632174
TestB_07686,0.2464471335646132
TestB_08985,0.10398248156933132
TestB_18140,0.4975125472188087
TestB_06550,0.21409880116340535
TestB_04700,0.13257645284470126
TestB_02035,0.07359393017967095
TestB_15705,0.10936488297943676
TestB_00722,0.24178214154361602
TestB_01617,0.36773202885368744
TestB_20268,0.43767670093679023
TestB_21128,0.23922427770272722
TestB_17351,0.223145903477572
TestB_20248,0.15583030260253683
TestB_19910,0.11647672172572014
TestB_24031,0.268357281201949
TestB_22709,0.11118369573821867
TestB_09569,0.31884964885996353
TestB_05405,0.24298748905023682
TestB_10398,0.12753070049060394
TestB_05313,0.05255558097365691
TestB_12906,0.1644500028405924
TestB_17238,0.06760670740972802
TestB_08430,0.24221358956845607
TestB_06957,0.27140967600068966
TestB_13094,0.043353561359678945
TestB_04316,0.012492616028162118
TestB_05258,0.28129776228981296
TestB_18523,0.269439888345743
TestB_12916,0.229537840134049
TestB_09730,0.22451712230127277
TestB_00410,0.1535387420909605
TestB_06766,0.2701868935313424
TestB_13697,0.22141220664439232
TestB_04254,0.28099835889611663
TestB_20417,0.07077529496642501
TestB_20462,0.33858947210732504
TestB_13122,0.14279291414091752
TestB_00614,0.07516104471622821
TestB_19211,0.04012137196493542
TestB_11627,0.18877779728440233
TestB_15986,0.028087792795034212
TestB_21742,0.07269859406505796
TestB_23701,0.10946808880265395
TestB_15547,0.3893291332691834
TestB_01097,0.13601664836740984
TestB_02270,0.10294662584488808
TestB_03448,0.28442226711446056
TestB_08305,0.27418231081386923
TestB_13053,0.20933041799123284
TestB_15114,0.3795450454207486
TestB_07049,0.20175689267191885
TestB_06777,0.23458856370419964
TestB_12198,0.22209499116493597
TestB_03540,0.42369295624509445
TestB_15573,0.02651577129226591
TestB_10423,0.3873402109919313
TestB_02670,0.11733213727849656
TestB_21846,0.3284361816014464
TestB_03547,0.011188177901319941
TestB_12252,0.2413996008265613
TestB_00585,0.2989500414967956
TestB_10443,0.213415711322349
TestB_10490,0.2675871210022465
TestB_04380,0.4462891253422067
TestB_07005,0.2640524319512889
TestB_12554,0.19658255125556123
TestB_02142,0.37136581849032174
TestB_23551,0.3561106321970335
TestB_08746,0.14089392882693416
TestB_22577,0.2085187319262783
TestB_17769,0.22511358945082843
TestB_05783,0.15921143992791054
TestB_17431,0.018447721803849012
TestB_06315,0.011795087697537916
TestB_09589,0.12811383585663397
TestB_21075,0.20615638323095622
TestB_13721,0.44742462475004846
TestB_04151,0.07038965183814053
TestB_10943,0.14323066593686998
TestB_17130,0.08741088942382774
TestB_10549,0.2462784853184417
TestB_18753,0.310724836925314
TestB_10420,0.3589113064035856
TestB_23284,0.27341506721364317
TestB_01972,0.4961586642964469
TestB_05284,0.14213629029143582
TestB_12286,0.2179591936679626
TestB_02709,0.24384574141552903
TestB_22114,0.14049969977105328
TestB_14038,0.016736344301782384
TestB_19461,0.31995138992743544
TestB_10891,0.2426939970544866
TestB_11636,0.21887155482280754
TestB_02900,0.15996630072855206
TestB_15898,0.3718786997884907
TestB_05701,0.052074324651258934
TestB_01048,0.3367670906071488
TestB_09842,0.0640099080677537
TestB_12754,0.20143460340202612
TestB_14387,0.28692188309027605
TestB_04037,0.13590724182261515
TestB_08041,0.2188544196850455
TestB_16643,0.21925998854247647
TestB_03875,0.22367122291341635
TestB_05163,0.30964004095181746
TestB_16616,0.14074735032231367
TestB_14101,0.11948176673639202
TestB_18764,0.28321689388484944
TestB_12026,0.14460729220294496
TestB_13641,0.3335586806009086
TestB_11026,0.05948766336752057
TestB_21292,0.36319292954533494
TestB_12695,0.05151661827502906
TestB_17658,0.25479206853375985
TestB_01027,0.27950418345981287
TestB_15206,0.1529605829188607
TestB_21542,0.23223302641818522
TestB_19931,0.3786253601386569
TestB_02762,0.45149446053016856
TestB_10989,0.3249506194090014
TestB_12519,0.48649402824918847
TestB_01318,0.4958608987001009
TestB_13072,0.4347989828235744
TestB_01591,0.38532400351667506
TestB_15579,0.24269355251655836
TestB_10096,0.3070051998482836
TestB_04436,0.1815921459465422
TestB_02404,0.21619254834073603
TestB_23511,0.026553033252069067
TestB_13183,0.1399535548129287
TestB_05110,0.555047596955973
TestB_15224,0.28980651541972713
TestB_20696,0.22615466947069018
TestB_00088,0.1115126003837152
TestB_02203,0.29763072455718037
TestB_08385,0.16251877406300685
TestB_22105,0.2695194714210893
TestB_17099,0.4538786255868358
TestB_02522,0.36393660209487033
TestB_18101,0.28507552151197724
TestB_22869,0.43850758560102576
TestB_15417,0.32983436976000685
TestB_21343,0.24397965677388228
TestB_16677,0.11788325886796464
TestB_19865,0.15584113982334233
TestB_21274,0.1521499195032008
TestB_05984,0.5192152097143137
TestB_07218,0.33942583491931405
TestB_10737,0.5121798668419775
TestB_09974,0.027392703937843484
TestB_22429,0.011742338229980578
TestB_19226,0.29640470073904945
TestB_23753,0.1832536676691256
TestB_10897,0.2555702289890921
TestB_20706,0.30000009935201594
TestB_08124,0.1963464859476177
TestB_16002,0.008571607392647701
TestB_18797,0.2901630074558369
TestB_18364,0.028874416502750556
TestB_21851,0.11687633116741727
TestB_23873,0.4860119239535715
TestB_17424,0.08223107347611743
TestB_19667,0.2581553336265549
TestB_07306,0.3705312851470295
TestB_20421,0.1162619563621463
TestB_08805,0.5401732695643888
TestB_06123,0.07511890119764902
TestB_08174,0.3304795544616681
TestB_14424,0.3067839302897197
TestB_12753,0.011627377795004305
TestB_11838,0.3754654559167684
TestB_00005,0.42990237709981205
TestB_12439,0.3066028872212296
TestB_22184,0.5952881178272728
TestB_10868,0.3012965922930449
TestB_01943,0.16804377283386565
TestB_01405,0.19180531276531487
TestB_06748,0.1484971864219436
TestB_21238,0.2547594068959038
TestB_15634,0.3891490804599474
TestB_15086,0.6023399685708369
TestB_20976,0.2816108453902463
TestB_23086,0.24316535156735625
TestB_01643,0.43521366394206923
TestB_13730,0.21898300877220092
TestB_14395,0.5289513748550247
TestB_03712,0.06053576983176832
TestB_21026,0.1091634152430064
TestB_09162,0.042556713033361886
TestB_20738,0.1715726710941125
TestB_02606,0.4084848654756673
TestB_23888,0.5516476778172041
TestB_11353,0.5148968421016638
TestB_00866,0.3689897901129639
TestB_01253,0.28081306447869225
TestB_03370,0.2593754833096696
TestB_18876,0.020769027684261095
TestB_00868,0.32391689825115844
TestB_16700,0.3671568547789286
TestB_17049,0.1158276606216977
TestB_23949,0.3647355120557757
TestB_18973,0.06766997696073591
TestB_22110,0.16944350392132976
TestB_06109,0.5288275674385794
TestB_14990,0.5013899583052032
TestB_22207,0.2738611809279323
TestB_23808,0.3983705223618484
TestB_14115,0.3793666703350241
TestB_23534,0.050232021432460326
TestB_12474,0.2498464027646706
TestB_08434,0.06695116390265286
TestB_08814,0.35158360379528286
TestB_06993,0.2852889475966186
TestB_13666,0.4594511383066389
TestB_10002,0.09233840864039669
TestB_16636,0.4027017924637297
TestB_08162,0.1995440750110154
TestB_03690,0.1706712322770518
TestB_15539,0.09256736043222134
TestB_06450,0.25371033944900234
TestB_07432,0.3072309303572537
TestB_08935,0.06961873140055606
TestB_07773,0.19919898611272213
TestB_18255,0.10871343452673467
TestB_10828,0.01137671588703185
TestB_15565,0.30459921471399065
TestB_04824,0.29136162317298303
TestB_22250,0.2550086964057529
TestB_19366,0.12987271755140095
TestB_07207,0.09633267098010759
TestB_12260,0.3410758454760391
TestB_18412,0.22382803441350319
TestB_04127,0.10858848421346047
TestB_13676,0.2865260682350126
TestB_03504,0.3931966711387034
TestB_21941,0.0634848356608739
TestB_00024,0.2949710469195499
TestB_12652,0.18569981226130328
TestB_14526,0.260903721754956
TestB_17274,0.49387430103041896
TestB_17142,0.31783645540661154
TestB_23030,0.2560924674524385
TestB_09465,0.27933994094012726
TestB_00811,0.042169165931709204
TestB_07406,0.36805611818329315
TestB_06626,0.17344957006399542
TestB_12835,0.2306274712874133
TestB_21324,0.18679129215170304
TestB_08468,0.23351518974739408
TestB_23829,0.01938939950026736
TestB_14549,0.4160696573793361
TestB_21253,0.1962928163964905
TestB_06289,0.04074398150045869
TestB_04008,0.28637189600418544
TestB_18013,0.43823364925482267
TestB_11678,0.24102714371372091
TestB_20513,0.14988361083902532
TestB_20359,0.4539853657338634
TestB_02446,0.3563031666985431
TestB_22122,0.18729476076199925
TestB_23287,0.31751710035576264
TestB_16725,0.3406092151734002
TestB_01204,0.16356810536765426
TestB_21980,0.3182747277026269
TestB_04376,0.22293629201386064
TestB_20751,0.2165618211305293
TestB_11518,0.16067725829532453
TestB_09042,0.27250723857480263
TestB_08388,0.25823116810244806
TestB_20749,0.2902624245926593
TestB_23348,0.3336227496094569
TestB_17650,0.4249379445436372
TestB_13887,0.5003311467797129
TestB_02587,0.13175011375197127
TestB_21604,0.15603366440589478
TestB_07650,0.28605841711071117
TestB_01935,0.03521344988966647
TestB_17778,0.38764560219123034
TestB_05300,0.4927290146620088
TestB_19372,0.2964944913540237
